나이,계약유형,그룹수업_참여,마지막_방문_경과일,이번달_주당방문횟수,총_이용개월수,최근한달_일평균_운동시간,PT_가입여부,기구_만족도,최근한달_부상경험,주_이용_시간대_혼잡도,불편_회원_경험,가격_만족도,직원_만족도,서비스_만족도,상대_방문공백,설문_응답여부,이탈,서비스불만_환경불편,서비스불만_비매너회원,서비스불만_프로그램불만족,기구불만_기구부족,기구불만_낙후된기구,기구불만_청결불량,직원불만_불친절,직원불만_전문성부족,직원불만_과도한영업,가격불만_할인부족,가격불만_가격비쌈
50,3,0,44,1.012,2,51,0,,,여유,,,,,6.35,0,1,0,0,0,0,0,0,0,0,0,0,1
30,1,0,6,1.205,5,55,0,,,혼잡,,,,,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0
64,6,0,3,2.524,7,39,1,2,1,혼잡,1,4,4,2,0.97,1,0,0,1,0,1,0,0,0,0,0,1,0
52,3,0,6,1.608,5,49,0,2,0,혼잡,1,1,4,3,1.4,1,1,0,0,0,1,0,0,0,0,0,0,0
43,6,0,16,0.536,3,33,0,2,0,보통,0,2,3,4,1.23,1,1,0,1,0,0,0,0,0,0,0,0,0
37,12,0,1,3.054,20,94,0,,,보통,,,,,0.61,0,0,0,0,0,0,0,0,0,0,0,0,1
66,3,0,1,3.332,9,70,0,5,0,보통,0,5,5,4,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0
55,6,1,13,0.759,3,35,0,3,0,보통,0,1,4,2,1.46,1,0,1,0,0,0,0,0,0,0,0,0,0
28,12,0,0,4.783,42,119,1,4,0,매우혼잡,1,5,4,2,0.22,1,0,1,1,0,0,0,0,0,1,0,0,0
39,12,1,2,2.261,12,91,0,3,0,여유,0,3,5,5,0.52,1,0,0,0,0,0,1,1,0,0,0,0,0
64,1,0,0,6.388,2,109,1,,,여유,,,,,0.23,0,0,0,0,0,1,0,0,0,0,0,0,0
26,6,1,0,3.908,21,102,0,,,보통,,,,,0.14,0,0,0,0,0,0,0,0,0,0,0,1,0
24,3,0,1,2.374,4,74,0,,,여유,,,,,0.46,0,1,0,0,0,0,0,0,0,0,0,0,0
45,6,0,1,4.214,14,86,0,,,혼잡,,,,,0.34,0,0,0,0,0,1,0,0,0,0,0,0,0
36,6,0,2,2.777,5,79,1,4,0,혼잡,0,4,4,4,0.67,1,0,0,0,0,1,0,0,0,0,0,0,0
43,3,1,1,3.16,3,71,1,3,0,혼잡,0,4,5,3,0.48,1,0,0,0,0,0,0,0,0,0,0,0,0
48,12,1,1,3.204,8,69,1,,,혼잡,,,,,0.38,0,0,0,0,0,1,0,0,0,0,0,0,0
26,3,0,20,0.822,2,38,0,,,보통,,,,,2.32,0,0,1,0,0,0,0,0,1,0,0,0,0
46,6,0,3,2.037,8,42,1,3,0,여유,0,4,4,4,0.75,1,0,0,0,0,0,1,0,0,1,0,0,0
25,12,0,15,0.788,4,69,0,2,0,보통,1,4,2,1,1.71,1,1,1,0,0,1,0,0,0,0,0,0,0
57,3,0,42,0.191,2,30,0,3,0,여유,0,3,4,3,1.81,1,0,1,0,0,0,0,1,0,0,0,0,0
17,6,0,27,0.479,7,53,0,,,매우혼잡,,,,,1.88,0,1,1,1,0,0,0,1,0,1,0,0,0
55,3,0,0,3.868,3,89,0,4,0,여유,0,3,5,5,0.23,1,0,0,0,0,0,0,0,0,0,0,0,0
20,1,0,1,2.925,3,85,0,,,여유,,,,,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1,0,45,0.358,1,19,0,2,0,보통,1,1,1,1,2.28,1,1,1,0,0,1,0,0,1,0,1,1,1
22,12,0,5,1.748,7,107,1,4,0,여유,0,4,5,5,1.3,1,0,0,0,0,0,0,0,0,0,0,0,0
27,3,0,1,3.392,8,84,0,,,보통,,,,,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0
18,12,0,4,2.284,44,77,1,4,0,여유,0,3,4,3,1.31,1,0,0,0,0,0,0,0,0,0,0,0,0
59,6,0,60,0.541,21,22,0,3,0,여유,0,4,4,3,7.74,1,1,0,0,0,0,0,1,0,0,0,0,0
28,6,0,1,2.783,6,88,0,3,0,보통,0,4,4,5,0.21,1,0,0,0,0,0,0,0,0,0,0,0,0
23,6,0,4,1.718,6,74,0,3,0,보통,0,4,3,5,0.96,1,1,0,0,0,0,0,0,1,0,0,0,0
36,6,0,3,1.769,4,54,0,4,0,여유,0,5,4,3,0.81,1,0,0,0,0,0,0,0,0,0,0,0,0
34,6,1,3,2.803,11,60,0,,,여유,,,,,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0
69,6,1,3,2.514,6,45,0,,,여유,,,,,0.95,0,1,0,0,0,0,0,1,0,0,0,0,0
30,1,0,2,2.087,2,69,1,4,0,여유,0,4,4,4,0.57,1,0,0,0,0,0,0,0,0,0,0,0,0
22,3,0,1,3.597,14,75,0,5,0,혼잡,0,4,5,3,0.53,1,0,0,0,0,0,0,0,0,0,0,0,0
44,6,0,2,3.143,18,55,0,,,여유,,,,,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0
20,6,0,3,1.389,11,61,0,4,0,여유,0,4,4,4,0.65,1,1,0,1,0,0,0,0,0,0,0,0,0
21,12,0,2,3.319,12,128,1,,,여유,,,,,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1,0,54,0.225,1,38,0,2,0,매우혼잡,1,1,1,1,2.31,1,1,0,1,0,1,0,0,1,0,0,1,0
28,1,0,5,1.589,1,56,0,3,0,여유,0,1,2,4,1.16,1,1,0,0,0,0,0,0,1,0,1,0,1
43,6,0,1,2.919,10,77,0,2,0,혼잡,0,4,4,4,0.56,1,0,0,0,0,0,0,0,0,0,0,0,0
42,6,0,2,3.588,20,73,0,5,0,여유,0,4,5,5,0.89,1,0,0,0,0,0,0,0,0,0,0,0,0
22,12,1,3,1.591,33,57,0,3,0,보통,0,3,2,3,0.79,1,0,0,0,0,0,1,0,0,0,0,0,0
23,3,0,10,1.015,10,43,0,5,0,혼잡,0,3,4,3,1.46,1,1,0,0,0,0,0,0,0,0,1,0,1
50,12,0,0,4.246,46,119,1,,,혼잡,,,,,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0
31,1,0,55,0.135,2,36,0,,,혼잡,,,,,2.35,0,1,0,0,0,0,0,0,0,1,0,1,1
37,3,0,1,1.983,4,68,0,,,보통,,,,,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0
38,3,0,6,1.312,6,50,0,4,0,여유,0,4,4,4,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0
43,3,1,13,1.313,9,62,0,,,보통,,,,,2.44,0,1,0,0,0,0,0,0,0,0,0,0,0
49,12,1,2,3.007,10,84,0,,,보통,,,,,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0
35,3,1,2,2.034,18,80,0,2,0,매우혼잡,0,5,3,3,0.72,1,0,1,0,0,0,1,1,0,0,0,0,0
47,1,0,4,1.598,2,30,0,4,0,여유,0,5,4,4,0.91,1,0,0,0,0,0,0,0,0,0,1,0,0
38,3,1,5,1.91,3,36,0,,,여유,,,,,1.35,0,0,0,0,0,0,0,0,0,0,1,0,1
23,6,0,2,2.232,6,51,0,4,0,보통,0,4,4,4,0.57,1,0,0,0,0,1,0,0,0,0,0,0,0
17,3,0,10,1.011,4,56,0,,,보통,,,,,1.4,0,1,1,0,0,0,0,0,0,0,0,0,0
51,12,1,1,3.389,45,87,1,4,0,보통,0,4,4,4,0.62,1,0,0,0,1,0,0,0,0,0,0,0,0
28,6,0,1,3.409,11,72,1,4,1,보통,0,5,5,5,0.39,1,0,0,0,0,0,0,0,0,0,1,0,0
24,3,1,11,1.33,2,54,0,3,0,여유,0,3,3,4,2.17,1,0,0,0,0,0,0,0,0,0,0,0,0
62,3,0,60,0.193,6,28,0,,,여유,,,,,2.82,0,1,0,0,0,0,0,1,0,0,1,0,0
34,6,0,18,0.574,10,38,0,,,여유,,,,,1.48,0,0,0,0,0,0,0,1,0,0,0,0,0
36,12,1,1,4.15,11,99,0,5,0,여유,0,5,5,4,0.62,1,0,0,0,0,0,0,0,0,0,0,0,0
67,1,0,1,3.4,4,83,1,5,0,혼잡,0,3,5,5,0.61,1,0,0,0,0,0,0,0,0,0,0,0,0
27,12,0,2,1.615,17,71,1,,,보통,,,,,0.54,0,0,0,0,0,0,0,1,0,0,0,0,0
40,6,0,1,3.097,14,77,0,5,0,보통,0,4,5,4,0.29,1,0,0,1,0,0,0,0,0,0,0,0,0
61,1,1,1,3.723,3,89,0,,,여유,,,,,0.69,0,0,0,0,1,0,0,0,0,0,0,0,0
44,6,0,0,5.268,22,109,1,5,0,여유,0,4,5,5,0.27,1,0,0,0,0,0,0,0,0,0,0,0,1
28,6,0,3,2.254,9,68,0,4,0,여유,0,2,4,5,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0
36,12,1,0,5.978,11,149,0,,,보통,,,,,0.12,0,0,0,0,0,0,0,1,0,0,0,0,0
45,12,0,1,4.281,12,100,1,,,여유,,,,,0.38,0,0,0,0,0,1,0,0,0,0,0,0,0
25,3,0,1,3.903,2,104,0,5,0,여유,0,4,5,5,0.41,1,0,0,0,0,0,0,0,0,0,0,0,0
22,12,0,18,0.851,9,43,0,3,0,보통,0,4,3,3,2.18,1,1,0,0,0,0,0,0,0,0,0,0,0
25,12,0,2,2.328,20,71,0,,,보통,,,,,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0
35,6,0,2,2.843,19,71,0,4,0,여유,0,4,4,5,0.61,1,0,0,0,0,0,0,0,0,0,0,0,0
69,6,0,8,1.354,9,30,0,,,혼잡,,,,,1.51,0,0,0,0,0,0,0,0,0,0,0,1,0
23,12,1,1,3.269,12,84,0,4,0,혼잡,0,4,4,4,0.67,1,0,0,0,0,0,0,0,0,0,0,0,0
33,6,0,26,0.377,5,45,0,3,0,보통,0,2,2,3,1.41,1,0,0,0,0,0,0,0,1,0,0,0,1
48,3,0,1,3.221,3,100,0,5,0,혼잡,1,4,4,3,0.6,1,0,0,1,0,0,0,0,0,0,0,0,0
57,1,0,33,0.769,2,49,0,,,보통,,,,,3.63,0,0,1,0,0,0,0,0,0,0,0,0,1
47,12,0,5,1.903,20,86,1,2,1,혼잡,0,2,4,4,1.41,1,1,0,0,0,0,0,0,0,0,0,1,0
44,3,0,9,1.174,4,44,0,,,여유,,,,,1.48,0,0,0,0,0,0,0,0,0,0,0,0,1
44,6,1,1,2.881,18,77,0,,,혼잡,,,,,0.34,0,0,0,0,0,1,1,0,0,0,0,0,0
56,3,0,9,1.08,4,38,0,2,0,보통,0,3,4,4,1.34,1,0,1,0,0,1,0,1,0,0,0,0,0
54,6,0,5,1.833,11,74,0,,,매우혼잡,,,,,1.32,0,0,0,0,0,0,0,0,0,0,1,1,0
15,6,0,1,3.407,20,73,0,5,0,혼잡,0,4,5,5,0.42,1,0,0,0,0,0,0,0,0,0,0,0,0
32,6,0,6,1.629,12,51,0,,,여유,,,,,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0
21,6,0,6,1.287,11,32,0,,,보통,,,,,1.12,0,1,0,0,0,0,0,0,0,0,0,0,0
62,12,0,3,2.238,12,45,0,5,0,보통,0,2,4,4,0.82,1,0,0,0,0,0,0,0,0,0,0,1,0
45,1,0,0,5.118,3,99,0,,,보통,,,,,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
54,3,0,60,0.394,1,50,0,4,0,보통,0,2,4,3,6.65,1,1,0,0,0,0,0,1,0,0,0,0,1
26,1,0,3,2.272,5,85,1,,,보통,,,,,0.97,0,0,1,0,0,0,0,0,0,0,0,0,0
37,3,0,2,1.765,2,94,0,,,여유,,,,,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0
45,3,1,1,2.503,2,67,0,,,보통,,,,,0.48,0,0,0,0,0,0,0,0,1,0,0,0,0
42,12,0,0,4.466,23,125,1,4,0,혼잡,0,5,5,4,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0
48,6,0,2,2.86,8,94,0,,,여유,,,,,0.78,0,0,0,1,0,0,0,0,0,0,0,1,0
40,3,0,3,1.72,2,65,0,4,0,보통,1,3,4,3,0.69,1,1,0,0,0,0,0,0,0,0,0,0,0
22,12,0,1,3.562,16,108,1,,,혼잡,,,,,0.26,0,0,1,1,0,0,0,0,0,0,0,0,1
29,6,0,9,1.133,5,37,1,4,0,보통,1,3,5,2,1.41,1,0,0,1,0,0,0,0,0,1,0,0,0
30,6,0,13,0.782,4,38,0,,,보통,,,,,1.45,0,1,0,0,0,0,1,0,0,0,0,0,1
27,12,0,13,1.088,11,26,1,,,매우혼잡,,,,,2.04,0,0,1,1,0,1,0,1,0,0,0,1,1
66,6,0,5,1.338,8,44,1,,,보통,,,,,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0
24,6,0,1,3.667,8,101,0,,,보통,,,,,0.4,0,0,0,0,0,0,0,1,0,1,0,0,0
45,3,0,10,0.92,3,41,0,,,여유,,,,,1.29,0,1,0,0,0,1,0,1,0,0,0,0,0
30,1,0,49,0.76,4,61,0,2,0,혼잡,1,1,2,1,5.28,1,1,0,0,0,0,0,0,1,1,0,0,1
39,12,1,0,6.748,18,145,1,4,0,보통,0,4,5,4,0.17,1,0,0,0,0,0,0,0,0,0,0,0,0
34,3,1,1,3.052,4,87,0,4,0,혼잡,0,4,4,4,0.62,1,0,0,0,0,0,0,0,0,0,0,0,0
63,6,0,0,3.858,10,85,0,5,0,보통,0,4,4,4,0.17,1,0,0,0,0,0,0,0,0,0,0,0,0
29,6,0,2,3.774,9,87,1,4,0,혼잡,1,5,5,3,0.83,1,0,0,0,0,0,0,0,0,0,0,0,0
36,12,1,0,6.328,15,139,1,,,보통,,,,,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
29,12,1,0,6.128,12,88,0,4,0,보통,0,5,5,5,0.16,1,0,0,0,1,0,0,0,0,0,0,0,0
38,6,1,1,3.396,11,139,1,5,0,여유,1,5,5,3,0.65,1,0,0,1,0,0,0,0,0,0,0,0,0
20,3,0,1,2.293,2,63,0,,,여유,,,,,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0
40,12,1,0,6.883,26,117,1,5,0,혼잡,0,4,5,5,0.11,1,0,0,0,0,0,0,0,0,0,0,0,0
28,1,0,34,0.37,1,29,0,,,여유,,,,,1.81,0,1,0,0,0,1,0,0,0,0,0,0,1
22,6,0,3,2.161,13,111,0,3,0,매우혼잡,1,3,4,2,0.89,1,1,1,0,0,1,0,1,0,0,0,1,0
28,3,1,2,3.07,4,94,0,4,0,여유,0,4,2,4,0.67,1,0,0,0,0,0,0,0,0,0,0,0,0
28,6,1,8,1.974,6,61,1,,,보통,,,,,2.19,0,0,0,0,0,1,0,0,0,0,0,0,0
33,3,1,2,2.239,3,46,0,3,0,매우혼잡,0,3,3,4,0.56,1,0,0,0,0,0,0,0,0,0,0,0,1
39,3,0,7,1.017,2,30,0,2,0,보통,0,1,3,4,0.97,1,1,0,0,0,0,0,0,0,0,0,0,0
15,12,1,0,6.662,39,139,1,5,0,여유,0,5,5,5,0.13,1,0,0,0,0,0,0,0,0,0,0,0,0
48,12,1,1,3.443,13,65,1,4,0,매우혼잡,0,3,4,4,0.62,1,0,0,0,0,0,0,0,0,0,0,1,0
25,3,0,18,0.886,2,77,0,,,여유,,,,,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0
52,6,0,3,2.79,7,67,0,,,여유,,,,,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0
27,6,1,15,0.631,19,65,0,4,0,여유,0,3,3,5,1.32,1,0,0,0,0,0,0,0,0,0,0,0,0
42,3,0,13,0.897,3,36,0,,,여유,,,,,1.72,0,0,0,0,0,0,0,1,0,0,1,1,1
38,6,0,5,0.988,10,77,0,4,0,여유,0,3,4,4,0.72,1,1,0,0,0,0,0,0,0,0,0,1,0
48,3,0,2,2.544,7,57,0,,,보통,,,,,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0
56,6,0,6,1.026,14,56,0,3,0,보통,1,4,2,3,0.93,1,0,0,0,0,0,1,0,1,0,0,0,0
38,12,0,34,0.481,8,15,0,,,여유,,,,,2.37,0,0,1,1,0,1,0,1,0,0,0,0,1
19,12,0,11,0.888,8,52,1,,,보통,,,,,1.44,0,1,0,1,0,0,0,0,0,0,0,0,0
38,1,1,1,3.6,3,107,0,,,보통,,,,,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0
68,12,1,0,6.728,41,122,1,,,보통,,,,,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0
31,6,0,4,1.816,12,72,0,,,혼잡,,,,,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0
67,3,0,16,0.582,1,34,0,,,여유,,,,,1.34,0,1,0,0,0,0,0,0,0,0,0,0,0
19,6,0,1,2.805,7,112,1,4,0,보통,1,4,5,3,0.6,1,0,0,0,0,0,0,0,0,0,0,0,1
48,12,1,60,0.477,12,39,0,4,0,보통,1,3,3,2,4.41,1,0,1,0,1,0,0,0,0,0,0,0,0
27,3,1,1,3.431,16,116,0,5,0,여유,0,5,5,5,0.38,1,0,0,0,0,0,0,0,0,0,0,0,0
48,3,0,1,3.514,7,119,0,5,0,여유,0,4,5,5,0.58,1,0,0,0,0,0,0,0,0,0,0,0,0
24,6,0,4,1.526,8,73,0,4,0,보통,0,3,4,4,0.77,1,0,0,0,0,0,0,0,0,0,0,0,0
34,3,0,8,1.11,2,37,1,,,보통,,,,,1.32,0,0,0,0,0,0,0,0,0,0,0,1,1
38,6,0,60,0.418,7,29,0,4,0,여유,0,4,3,3,8.83,1,1,0,0,0,0,0,0,1,0,0,0,1
50,12,0,60,0.677,6,25,0,,,여유,,,,,9.49,0,1,0,1,0,0,0,0,0,0,0,0,1
24,12,0,3,2.136,21,67,0,5,0,보통,0,4,3,4,0.8,1,0,0,0,0,0,0,0,1,0,0,0,0
29,1,1,4,2.14,3,86,0,,,보통,,,,,1.2,0,0,0,0,0,0,0,0,0,0,0,0,1
32,3,0,3,1.915,4,76,1,2,0,매우혼잡,0,2,4,3,0.95,1,1,0,0,0,1,0,0,0,0,0,0,1
20,6,1,2,2.814,8,88,0,4,0,여유,0,3,4,4,0.76,1,0,0,0,0,0,0,0,0,1,1,0,0
47,3,1,1,3.383,10,87,0,5,0,여유,0,5,4,5,0.68,1,0,0,0,0,0,0,0,0,0,0,0,0
21,1,0,7,1.034,1,99,0,4,0,매우혼잡,1,3,3,2,1.03,1,1,1,0,0,0,0,0,0,0,1,0,0
42,1,0,3,2.009,2,76,0,,,여유,,,,,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0
30,12,1,2,2.557,18,89,0,,,여유,,,,,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0
61,3,0,9,1.235,3,19,1,2,0,여유,0,3,4,4,1.63,1,0,0,0,0,0,0,0,0,0,0,0,1
42,12,0,2,2.875,13,67,1,2,0,매우혼잡,0,4,4,3,1.02,1,0,0,0,0,1,0,1,0,0,0,0,0
30,6,0,5,1.191,3,65,0,,,여유,,,,,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0
59,12,0,0,3.367,40,90,1,5,0,매우혼잡,0,4,5,4,0.18,1,0,0,0,0,0,0,0,0,0,0,0,0
53,6,0,2,2.18,22,77,0,4,0,혼잡,0,3,3,4,0.74,1,0,0,0,0,0,0,1,1,0,0,0,0
49,3,0,13,0.785,4,31,0,,,혼잡,,,,,1.44,0,0,1,1,0,0,0,1,0,0,0,0,0
46,3,0,60,0.258,5,38,0,2,1,여유,0,4,3,5,3.97,1,0,0,0,0,0,0,0,0,0,0,0,0
32,1,1,1,1.886,2,70,0,4,0,보통,0,3,4,3,0.29,1,0,1,0,0,0,0,0,0,0,0,0,0
21,3,0,18,0.807,1,60,0,,,보통,,,,,2.06,0,1,0,0,0,0,0,1,0,0,0,0,0
25,12,0,1,4.287,29,97,0,5,0,여유,0,4,5,5,0.31,1,0,0,0,0,0,0,0,0,0,0,0,0
32,1,1,2,2.339,2,40,0,5,0,여유,0,4,4,4,0.61,1,1,0,0,0,0,0,0,0,0,0,0,0
30,1,0,17,0.553,1,65,1,3,1,보통,1,3,4,3,1.33,1,1,1,0,0,0,1,0,0,0,0,0,0
29,1,0,9,1.092,1,39,0,,,매우혼잡,,,,,1.47,0,1,0,0,0,0,0,0,0,0,0,0,1
26,3,0,4,1.902,5,39,0,5,0,보통,0,3,4,4,0.98,1,1,0,0,0,0,0,0,0,0,0,0,0
49,6,0,38,0.844,6,49,0,,,여유,,,,,4.55,0,1,0,0,0,0,1,0,0,0,0,0,0
15,12,1,1,3.344,32,117,0,5,0,보통,0,4,5,5,0.68,1,0,0,0,0,0,1,0,0,0,0,0,0
27,6,0,2,2.594,9,57,0,5,0,여유,0,4,4,5,0.61,1,0,0,0,0,0,0,0,0,0,0,0,0
25,6,0,8,1.239,6,67,0,,,보통,,,,,1.43,0,1,0,0,0,0,0,0,0,0,0,0,0
35,1,0,4,1.622,1,45,0,,,보통,,,,,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0
36,1,0,3,2.094,1,55,0,4,0,보통,0,3,4,4,0.76,1,0,0,0,0,0,0,0,0,0,0,0,0
38,12,0,20,0.848,11,84,1,3,0,보통,0,2,4,3,2.44,1,0,0,0,0,0,0,0,0,0,0,0,1
44,3,0,3,1.986,3,62,1,5,0,여유,0,3,5,4,0.77,1,0,0,0,0,0,0,0,0,0,0,0,0
23,6,0,6,1.416,4,26,0,4,0,혼잡,0,2,1,3,1.28,1,0,0,0,0,0,0,0,1,0,0,0,1
46,3,0,3,1.693,4,53,0,2,0,보통,0,2,3,3,0.77,1,1,0,0,0,1,0,1,0,0,0,1,1
35,3,0,5,1.241,4,85,0,4,0,혼잡,1,3,5,2,0.88,1,0,1,0,0,0,0,0,0,0,0,0,0
61,6,0,12,0.858,6,24,0,1,1,여유,0,4,4,5,1.52,1,0,0,0,0,0,1,0,0,0,0,0,0
29,1,1,2,2.779,1,76,0,,,여유,,,,,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0
43,1,0,43,0.289,2,41,0,,,혼잡,,,,,1.86,0,0,0,0,0,0,0,0,0,0,0,0,0
41,6,0,4,1.882,5,41,0,,,보통,,,,,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0
61,3,0,8,0.854,2,35,0,1,1,보통,0,3,4,3,1.01,1,1,0,0,0,0,0,1,0,0,0,0,0
62,6,0,3,1.682,12,53,0,,,혼잡,,,,,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0
42,3,0,11,0.91,6,75,0,,,여유,,,,,1.41,0,0,0,1,0,0,0,0,0,0,0,0,0
24,1,0,60,0.226,2,33,0,3,0,여유,0,1,2,4,7.55,1,1,0,0,0,1,0,0,0,0,0,1,1
47,3,1,4,1.883,14,61,0,,,보통,,,,,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0
29,12,0,1,2.741,12,82,0,,,보통,,,,,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0
44,12,1,11,1.363,12,36,1,3,0,여유,0,2,5,3,2.19,1,0,0,0,0,0,0,0,0,0,0,0,1
30,12,1,2,2.999,12,106,0,4,0,여유,0,5,4,5,0.86,1,0,0,0,0,0,0,0,0,0,0,0,0
38,12,0,2,2.437,18,59,0,4,0,혼잡,0,3,3,4,0.77,1,1,0,0,0,0,0,1,0,0,0,1,0
40,6,0,1,2.291,10,69,0,3,0,매우혼잡,0,4,2,4,0.46,1,0,0,0,0,0,0,0,1,0,0,0,1
28,12,0,1,3.238,31,88,0,4,0,여유,0,4,5,5,0.35,1,0,0,0,0,0,0,0,0,0,0,0,0
35,12,0,60,0.055,12,65,0,3,0,보통,1,3,3,1,8.7,1,1,1,1,0,1,0,0,0,0,0,0,0
49,3,0,13,0.728,6,86,0,,,보통,,,,,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0
46,3,0,1,2.833,8,87,0,5,0,보통,0,5,5,4,0.35,1,0,0,0,0,0,0,0,0,0,0,0,0
26,6,0,2,3.115,3,44,0,4,0,혼잡,0,3,3,2,0.8,1,0,1,1,0,0,0,0,0,0,1,0,0
55,12,0,5,1.814,19,37,0,,,보통,,,,,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0
20,12,0,29,0.34,11,31,0,4,0,여유,0,3,3,3,1.4,1,0,0,0,0,0,0,0,0,0,0,0,0
58,6,0,7,1.185,12,50,0,4,0,여유,0,4,4,4,1.22,1,0,0,0,0,0,0,0,0,0,0,0,0
40,6,0,1,3.473,46,114,0,4,0,혼잡,0,4,4,5,0.53,1,0,0,0,0,0,0,0,0,0,0,0,0
60,12,1,4,1.993,5,72,0,,,혼잡,,,,,1.14,0,1,1,0,0,0,0,0,0,0,0,0,0
64,3,0,56,0.61,5,15,0,3,0,여유,0,2,1,3,4.92,1,0,0,0,0,0,0,0,1,0,0,0,0
37,3,0,16,1.081,6,24,0,,,매우혼잡,,,,,2.41,0,1,1,1,0,1,0,1,0,0,0,0,1
30,12,0,9,1.084,22,47,0,,,보통,,,,,1.39,0,0,0,0,0,0,0,1,0,0,0,1,1
30,3,0,1,3.181,12,84,1,4,0,보통,0,4,4,4,0.41,1,0,0,0,0,0,0,0,0,0,0,0,0
25,6,0,0,4.998,10,95,0,,,여유,,,,,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1,1,5,1.811,4,83,0,3,0,보통,0,3,4,3,1.4,1,0,0,0,1,0,0,0,0,0,0,0,0
40,12,0,3,2.528,28,38,0,,,혼잡,,,,,1.07,0,1,0,0,0,0,1,0,0,0,0,0,1
34,1,0,11,1.252,4,78,0,,,보통,,,,,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0
49,6,0,0,3.8,16,84,0,,,여유,,,,,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0
40,6,0,2,2.156,15,46,1,4,0,보통,0,4,4,4,0.69,1,0,0,0,0,0,0,0,0,0,0,0,0
34,3,0,2,2.68,5,53,0,,,보통,,,,,0.74,0,0,0,0,0,0,0,1,0,0,0,0,0
41,3,0,60,0.153,2,31,0,3,0,보통,0,2,3,3,9.05,1,1,0,0,0,0,0,0,1,0,1,0,0
35,1,1,17,0.598,3,22,0,4,0,보통,1,4,3,2,1.46,1,0,0,0,1,0,0,0,0,0,0,0,0
68,12,0,1,3.636,18,76,1,5,0,여유,0,4,5,5,0.51,1,0,0,0,0,0,0,0,0,0,1,0,0
20,12,1,2,2.582,15,78,0,4,0,여유,0,4,5,4,0.61,1,0,0,0,0,0,1,0,0,0,0,0,0
36,12,0,3,2.226,6,65,0,4,0,혼잡,0,3,4,4,0.91,1,0,0,0,0,0,0,0,0,0,0,0,0
37,6,0,52,0.696,8,79,0,,,여유,,,,,5.16,0,1,1,0,0,0,0,0,0,0,0,0,1
55,12,0,4,1.683,39,46,0,3,0,보통,0,4,5,4,0.87,1,0,0,0,0,0,0,1,0,0,0,0,0
49,3,0,38,0.458,1,24,0,1,0,보통,1,3,3,2,2.49,1,1,1,1,0,1,0,0,1,0,0,0,0
41,3,0,5,1.32,7,37,0,4,0,보통,0,3,3,3,0.96,1,0,0,0,0,0,0,0,0,1,0,0,0
39,3,0,15,1.163,4,31,0,,,보통,,,,,2.47,0,1,0,0,0,0,0,1,0,0,0,0,1
21,1,1,6,1.605,2,89,1,,,보통,,,,,1.39,0,0,0,0,0,0,1,0,0,0,0,1,0
24,3,0,38,0.451,2,35,0,,,여유,,,,,2.43,0,0,0,0,0,0,0,0,0,0,0,1,0
48,6,0,55,0.29,4,40,0,,,여유,,,,,2.35,0,1,0,0,0,0,0,0,0,0,0,0,0
34,3,1,2,2.793,3,83,0,4,0,혼잡,0,3,4,4,0.69,1,0,0,0,1,0,0,0,0,0,1,0,1
